Age,SocioEcon,GoodStudent,RiskAversion,VehicleYear,MakeModel,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,RuggedAuto,ThisCarDam,CarValue,AntiTheft,HomeBase,Theft,ThisCarCost,OtherCarCost,PropCost,OtherCar,Airbag,Cushioning,MedCost,ILiCost,DrivHist
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,TenThou,False,False,Poor,Thousand,Thousand,Zero
Adolescent,Middle,False,Cautious,Older,FamilySedan,False,Domino,False,Normal,Normal,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,TenThou,False,True,Excellent,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Current,FamilySedan,False,FiftyThou,False,Normal,Excellent,None,Tank,None,TwentyThou,False,City,False,Thousand,Thousand,Thousand,False,True,Excellent,Thousand,Thousand,One
Adult,Middle,False,Cautious,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Cautious,Current,Economy,False,FiftyThou,False,SubStandard,Poor,Mild,Football,Mild,TenThou,True,City,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Many
Adult,Middle,False,Normal,Older,SportsCar,False,FiftyThou,False,SubStandard,Poor,None,EggShell,None,FiveThou,True,Suburb,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Many
Adult,Middle,False,Adventurous,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Severe,Football,Severe,FiveThou,False,City,False,TenThou,TenThou,TenThou,True,False,Fair,Million,Thousand,Many
Adult,Prole,False,Normal,Current,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,True,City,False,Thousand,Thousand,TenThou,False,True,Good,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,SportsCar,False,TwentyThou,False,SubStandard,Poor,Moderate,EggShell,Severe,TwentyThou,True,Secure,False,HundredThou,Thousand,HundredThou,False,False,Poor,Thousand,Thousand,Many
Adult,Prole,False,Adventurous,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Moderate,EggShell,Moderate,TenThou,False,City,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Many
Senior,Prole,False,Normal,Older,Economy,False,FiftyThou,True,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Expert,Excellent,None,Football,None,FiveThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Senior,Prole,False,Normal,Older,Economy,False,TwentyThou,True,Normal,Normal,None,EggShell,None,TenThou,False,Rural,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Current,SportsCar,True,FiftyThou,False,Expert,Excellent,None,EggShell,None,FiftyThou,True,Rural,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Current,Luxury,True,TwentyThou,False,SubStandard,Poor,None,Football,None,FiftyThou,True,Rural,False,Thousand,Thousand,Thousand,False,True,Excellent,Thousand,Thousand,Many
Adolescent,Prole,False,Cautious,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Current,FamilySedan,False,Domino,False,Normal,Normal,None,Football,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Zero
Adult,Prole,False,Cautious,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Zero
Senior,Prole,False,Normal,Current,FamilySedan,False,TwentyThou,False,Expert,Excellent,None,Football,None,TwentyThou,False,City,False,Thousand,Thousand,Thousand,False,True,Fair,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Normal,Current,SportsCar,True,FiveThou,False,Normal,Normal,None,EggShell,None,TwentyThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Current,FamilySedan,True,TwentyThou,False,Normal,Normal,None,EggShell,None,TwentyThou,False,Suburb,False,Thousand,Thousand,TenThou,False,True,Good,Thousand,Thousand,Zero
Senior,Prole,False,Normal,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Severe,EggShell,Severe,TenThou,False,City,False,TenThou,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Many
Adult,UpperMiddle,False,Cautious,Current,FamilySedan,True,TwentyThou,False,Normal,Normal,None,Tank,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,SportsCar,False,TwentyThou,False,Normal,Normal,None,EggShell,None,Million,True,Suburb,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Many
Adolescent,Prole,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,Rural,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adolescent,Middle,True,Adventurous,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Football,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Football,None,TenThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Tank,None,FiveThou,False,Secure,False,Thousand,Thousand,Thousand,True,False,Good,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,Football,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Current,FamilySedan,True,TwentyThou,False,SubStandard,Poor,None,EggShell,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,SubStandard,Poor,None,Football,None,FiveThou,False,Rural,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Many
Senior,Prole,False,Cautious,Current,Economy,False,FiftyThou,True,Expert,Excellent,None,EggShell,None,TenThou,True,City,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Mild,Football,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Good,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,One
Adult,Middle,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Senior,Prole,False,Adventurous,Current,FamilySedan,False,Domino,False,SubStandard,Poor,Severe,Tank,Severe,TwentyThou,False,Suburb,False,HundredThou,TenThou,HundredThou,False,True,Excellent,Thousand,Thousand,Many
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Football,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,False,False,Poor,Thousand,Thousand,One
Senior,UpperMiddle,False,Adventurous,Current,Luxury,True,FiftyThou,False,Normal,Excellent,None,Tank,None,FiftyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Severe,Football,Severe,FiveThou,False,Rural,False,TenThou,HundredThou,Million,False,False,Good,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,Economy,False,Domino,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Normal,Older,Luxury,False,FiftyThou,False,SubStandard,Poor,Moderate,Tank,Mild,TenThou,True,Secure,False,Thousand,HundredThou,HundredThou,True,True,Excellent,Million,Thousand,Many
Adult,Prole,False,Normal,Older,SportsCar,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Normal,Current,SportsCar,True,FiftyThou,True,Normal,Normal,None,EggShell,None,TwentyThou,True,Suburb,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Current,FamilySedan,False,FiveThou,False,SubStandard,Poor,Moderate,Football,Moderate,TwentyThou,True,Secure,False,HundredThou,Thousand,HundredThou,True,True,Excellent,Thousand,Thousand,Many
Adolescent,Middle,True,Normal,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,Severe,Football,Severe,FiveThou,False,Suburb,False,TenThou,TenThou,TenThou,True,False,Fair,HundredThou,Thousand,Many
Adolescent,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Football,None,FiveThou,False,Suburb,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,One
Adult,Middle,False,Normal,Older,Economy,False,Domino,False,Expert,Excellent,None,EggShell,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,SportsCar,False,TwentyThou,False,SubStandard,Poor,None,EggShell,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Many
Adult,Middle,False,Cautious,Older,FamilySedan,False,TwentyThou,False,Normal,Excellent,None,Tank,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,False,True,Excellent,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Tank,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Good,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Cautious,Current,FamilySedan,True,Domino,False,Normal,Normal,None,Tank,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Older,Economy,False,Domino,False,SubStandard,Poor,Severe,EggShell,Severe,FiveThou,False,Suburb,False,TenThou,HundredThou,HundredThou,False,False,Fair,Million,Thousand,Many
Adolescent,UpperMiddle,True,Normal,Current,FamilySedan,False,FiveThou,False,Normal,Normal,None,Football,None,TwentyThou,True,Suburb,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Expert,Excellent,None,Football,None,FiveThou,False,Secure,False,Thousand,Thousand,TenThou,True,False,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Current,Economy,False,FiftyThou,False,SubStandard,Poor,Severe,EggShell,Severe,TwentyThou,False,City,False,HundredThou,TenThou,HundredThou,True,True,Fair,TenThou,Thousand,Many
Adult,Middle,False,Cautious,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Tank,None,TenThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Good,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Current,FamilySedan,True,FiftyThou,False,Normal,Poor,Moderate,EggShell,Severe,TwentyThou,False,Suburb,False,HundredThou,Thousand,HundredThou,False,True,Fair,TenThou,Thousand,Zero
Adult,Middle,False,Cautious,Older,FamilySedan,False,Domino,False,Normal,Normal,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,TenThou,True,False,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,FiftyThou,False,SubStandard,Poor,Moderate,Football,Mild,FiveThou,False,City,False,Thousand,TenThou,TenThou,False,False,Good,Thousand,Thousand,One
Adolescent,Middle,False,Adventurous,Current,Economy,False,TwentyThou,False,Normal,Excellent,None,EggShell,None,TwentyThou,False,Suburb,False,Thousand,Thousand,TenThou,True,True,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,SubStandard,Poor,Mild,Tank,None,TenThou,True,Suburb,False,Thousand,Thousand,TenThou,True,False,Good,Thousand,Thousand,Many
Adolescent,Middle,True,Psychopath,Older,SportsCar,False,FiftyThou,False,SubStandard,Poor,Mild,EggShell,Mild,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Many
Adult,Middle,False,Normal,Older,SportsCar,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,Normal,Poor,Moderate,EggShell,Moderate,FiveThou,False,City,False,TenThou,HundredThou,HundredThou,True,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Current,FamilySedan,False,FiveThou,False,Normal,Normal,None,Football,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Cautious,Current,FamilySedan,False,FiftyThou,True,Expert,Excellent,None,Football,None,TenThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Excellent,Thousand,Thousand,Zero
Adult,Prole,False,Cautious,Older,FamilySedan,False,TwentyThou,False,Expert,Excellent,None,Tank,None,TwentyThou,True,City,False,Thousand,Thousand,TenThou,True,False,Good,Thousand,Thousand,Zero
Adolescent,Middle,False,Adventurous,Older,SportsCar,False,Domino,False,Normal,Poor,Moderate,EggShell,Severe,FiveThou,False,Suburb,False,TenThou,TenThou,TenThou,True,False,Fair,Thousand,Thousand,One
Senior,Middle,False,Cautious,Older,FamilySedan,False,TwentyThou,True,Expert,Excellent,None,Tank,None,TwentyThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Excellent,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Current,Luxury,True,FiveThou,False,Expert,Excellent,None,Tank,None,FiftyThou,True,Secure,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Senior,Middle,False,Normal,Older,Economy,False,FiftyThou,True,Expert,Excellent,None,EggShell,None,FiveThou,True,Secure,False,Thousand,Thousand,TenThou,True,False,Poor,Thousand,Thousand,Zero
Senior,Prole,False,Cautious,Older,SportsCar,False,FiftyThou,True,Normal,Normal,None,EggShell,None,TenThou,True,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Adventurous,Older,Economy,False,Domino,False,Expert,Excellent,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Prole,False,Cautious,Older,Economy,False,FiftyThou,False,Normal,Excellent,None,EggShell,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Cautious,Current,FamilySedan,False,FiftyThou,False,Expert,Excellent,None,EggShell,None,TwentyThou,True,Secure,False,Thousand,Thousand,TenThou,True,True,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,TenThou,False,False,Poor,Thousand,Thousand,Many
Adult,Prole,False,Cautious,Older,FamilySedan,False,Domino,False,Normal,Excellent,None,Football,None,FiveThou,True,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Senior,Prole,False,Cautious,Current,Economy,False,Domino,True,Normal,Normal,None,EggShell,None,TenThou,True,Suburb,False,Thousand,Thousand,TenThou,True,True,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,FiveThou,False,Normal,Normal,Mild,EggShell,Mild,TenThou,False,City,False,Thousand,Thousand,TenThou,False,False,Poor,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Current,Luxury,True,FiftyThou,False,SubStandard,Poor,None,Football,None,FiftyThou,True,Suburb,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Many
Senior,Prole,False,Cautious,Older,Economy,False,TwentyThou,True,Normal,Normal,Mild,EggShell,Mild,FiveThou,True,City,False,TenThou,Thousand,TenThou,False,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,Normal,Normal,None,Tank,None,FiveThou,False,Secure,False,Thousand,Thousand,TenThou,True,False,Good,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Adventurous,Current,Luxury,True,FiveThou,False,SubStandard,Poor,Mild,EggShell,Mild,FiftyThou,False,City,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Many
Adult,Prole,False,Normal,Older,SportsCar,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,Mild,Tank,None,TenThou,True,Secure,False,Thousand,TenThou,TenThou,False,False,Good,Thousand,Thousand,Many
Adolescent,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,SubStandard,Poor,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Many
Adult,Prole,False,Adventurous,Older,Economy,False,FiveThou,False,SubStandard,Poor,Moderate,EggShell,Severe,TenThou,False,City,False,TenThou,HundredThou,HundredThou,True,True,Good,Thousand,Thousand,Many
Adult,Middle,False,Normal,Older,Economy,False,FiftyThou,False,Normal,Normal,None,Football,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Fair,Thousand,Thousand,Many
Adolescent,Middle,False,Cautious,Older,FamilySedan,False,TwentyThou,False,SubStandard,Poor,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,False,True,Excellent,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Cautious,Older,Economy,False,TwentyThou,True,Normal,Excellent,None,Football,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,Middle,False,Adventurous,Current,FamilySedan,False,TwentyThou,False,Normal,Poor,Mild,EggShell,Mild,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Poor,Thousand,Thousand,Many
Adolescent,Prole,False,Adventurous,Older,Economy,False,FiftyThou,False,Normal,Normal,None,EggShell,None,FiveThou,False,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Adventurous,Current,FamilySedan,True,FiftyThou,False,Normal,Normal,None,Football,None,TwentyThou,False,Suburb,False,Thousand,Thousand,TenThou,True,True,Good,Thousand,Thousand,Many
Adult,Middle,False,Normal,Current,FamilySedan,True,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,False,Secure,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Cautious,Older,Economy,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Cautious,Older,Economy,False,FiftyThou,False,Expert,Excellent,None,EggShell,None,FiveThou,True,Secure,False,Thousand,Thousand,Thousand,True,False,Poor,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Older,Luxury,False,TwentyThou,False,Normal,Normal,None,Tank,None,FiftyThou,True,Secure,False,Thousand,Thousand,TenThou,True,False,Excellent,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiveThou,False,SubStandard,Poor,None,Tank,None,TenThou,False,Suburb,False,Thousand,Thousand,TenThou,False,False,Good,Thousand,Thousand,Many
Adult,Prole,False,Cautious,Older,Economy,False,TwentyThou,False,Normal,Excellent,None,EggShell,None,FiveThou,True,Rural,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Adolescent,Prole,False,Normal,Older,Economy,False,FiveThou,False,Normal,Normal,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,Thousand,True,False,Fair,Thousand,Thousand,Zero
Adolescent,Prole,True,Normal,Older,SportsCar,False,TwentyThou,False,Normal,Normal,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,Thousand,False,False,Poor,Thousand,Thousand,Zero
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Football,None,FiveThou,True,Suburb,False,Thousand,Thousand,Thousand,True,True,Excellent,Thousand,Thousand,Zero
Adolescent,Middle,True,Adventurous,Older,FamilySedan,False,FiftyThou,False,Normal,Excellent,None,Football,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,False,False,Fair,Thousand,Thousand,One
Adult,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Expert,Excellent,None,Football,None,FiveThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Fair,Thousand,Thousand,Zero
Adult,Prole,False,Normal,Older,Economy,False,FiveThou,False,Normal,Normal,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,TenThou,False,False,Poor,Thousand,Thousand,Zero
Adult,UpperMiddle,False,Normal,Current,Luxury,True,FiftyThou,False,SubStandard,Poor,Moderate,Football,Moderate,FiftyThou,True,Rural,False,HundredThou,Thousand,HundredThou,False,True,Excellent,Thousand,Thousand,Many
Senior,Prole,False,Normal,Current,Economy,False,TwentyThou,False,SubStandard,Poor,Mild,Football,Mild,FiveThou,False,City,False,Thousand,Thousand,Thousand,False,True,Good,Thousand,Thousand,Many
Adolescent,Middle,False,Normal,Older,FamilySedan,False,FiftyThou,False,Normal,Normal,None,Tank,None,FiveThou,False,Secure,False,Thousand,Thousand,TenThou,False,False,Good,Thousand,Thousand,Zero
Adolescent,Middle,True,Adventurous,Current,FamilySedan,True,FiftyThou,False,Normal,Poor,None,Football,None,TwentyThou,False,Suburb,False,Thousand,Thousand,Thousand,True,True,Good,Thousand,Thousand,Many
Adult,UpperMiddle,False,Normal,Current,SportsCar,True,FiftyThou,False,Normal,Normal,None,Football,None,TenThou,True,Secure,False,Thousand,Thousand,Thousand,False,True,Fair,Thousand,Thousand,Zero
Adolescent,Prole,False,Adventurous,Older,Economy,False,TwentyThou,False,Normal,Normal,Moderate,EggShell,Moderate,TenThou,False,City,False,Thousand,Thousand,Thousand,True,False,Poor,HundredThou,Thousand,One
Adult,Prole,False,Normal,Older,SportsCar,False,FiftyThou,False,Normal,Normal,None,EggShell,None,TenThou,False,City,False,Thousand,Thousand,TenThou,True,True,Fair,Thousand,Thousand,Zero
Senior,UpperMiddle,False,Cautious,Older,SportsCar,False,FiftyThou,True,SubStandard,Poor,Severe,EggShell,Severe,TenThou,True,Secure,False,TenThou,TenThou,TenThou,True,False,Fair,TenThou,Thousand,One
Senior,Prole,False,Adventurous,Older,Economy,False,TwentyThou,False,SubStandard,Poor,Moderate,EggShell,Moderate,FiveThou,False,Rural,False,TenThou,TenThou,TenThou,True,False,Fair,HundredThou,Thousand,Many
Adolescent,Middle,False,Normal,Older,Economy,False,TwentyThou,False,Normal,Normal,None,Football,None,FiveThou,False,Suburb,False,Thousand,Thousand,TenThou,True,False,Good,Thousand,Thousand,Zero
